,Quizzes
1413,003005000000209360010078500005701830001520006940000020870610000504080002006403790
1414,700603850090740000020100030506080200010905700003002510207506140004030900860000000
1415,400070300090503800060210090008030502700006903029804001800402007100000060045700200
1416,040003080208950107005200060800760419004020700090008003700090040003016000451000200
1417,450000008700602049600000710000010300080007400010903072005190030290008006003075000
1418,040030025001240080050000060910057306008000000004060270000010900079083050320706004
1419,071009082053700090004001000040052807260980400000104000005060008790400020000300671
1420,400205000001090000809010273210030605700024009045800000000900780380042090002670100
1421,290007801807204005605800030430072000000560920009000300358001060100490000060000702
1422,050020096007804031300006000080109005105000047070000002060208170004005203098700000
1423,060000010045190200800054030690003507004007800003240000518009060000030980000620700
1424,400302010170400900082706005340100007029000300500003020600089040000000576035040100
1425,904600005000720000620905007000042150540810090000000306007000080160050209409078010
1426,018570000002000170050029403967050000000860907001400320620000040040703009000006008
1427,010020789000030500045900106060040090039600007800500041100084005000301200687009000
1428,102700060000054020034086500320901004760400005080030000890000300000010270000375809
1429,000603970050200460008070005074800209100009006000435800230061000701980000060040002
1430,406300100000060890023071050009080002370106500040007081091200000500000974800003000
1431,900006002023500410601080700000060040380090205006804070050002000700410003100007680
1432,010708300805000060004000200500013007080546000000820090030609720208300600900051040
1433,320016000000900004048000109093025060004001058801603000076200040005370200000008905
1434,301000020890004650000020007020040001005001900706059002100082035508700009007060400
1435,890105367603804005070000100020418000006050200500009080100002690902003000047600800
1436,000109300005002090601000570720003018009206000000480009080045030042007000907300106
1437,400000900078043000052007063700001050029805140600200007001030785000509300040000001
1438,100806050005090001690007002000321000309000207050600048003508720007040063000010400
1439,067020500300001984000500070078604000905070200130050000000297010009300008000010306
1440,010045800500000021093002004000600470750000003800013069060070098302004605901030200
1441,010036700050008000400701028072000319090002040600080005504010030000069007920054600
1442,520600040301000850068000102000092085900010004035008700600005310100700000040029007
1443,063000000710002059500860407905000003002700810070340000600100508000003264294005000
1444,004308920020094801700005000610030000008710540000000006001063087340200600050900210
1445,860010307003700040401006089020050000000900700057140200500000406004628010019000030
1446,290870004001000006805340002604059200503000670020008100009100807030924000160000000
1447,001379000040600500008000003950800610000400028002060900704580060203000007060027301
1448,068070003900500200470000090009082706201003049080000001000390105800407030106800004
1449,002380050100007640009206000400100705850003020261000308000740003300001470080009006
1450,100704908000019006075020030800000051006900800402530000028000403309607005600240700
1451,000200060000008904240703500071040050000500006908000102806009070530020000000010408
1452,904000850008097100306040072700520643060300005001000000040210500000078020000003068
1453,000042050070100200006008930091000008530004100628005000004700800010609047053080029
1454,600079020020000000050120839000800416061307000490050000218000300007903068000004500
1455,000092003045000000000040821820500040000107608697030002509206004004010000300800760
1456,509008400010900000000030280024003060960710300700090105200080016050004000008520700
1457,000809073000046000140300008000057000000030082265000010021700000804900760076103090
1458,050000600100080009200370815900000154060200700805403000014700090000006302030508400
1459,004670000268900000050008401820500009003010870601004030000430200010006703075092004
1460,300200400059008170080960000000300042106007930820500000600000259400750360010003080
1461,000980750500070000042060109050200070910058603004000800300041908870006042006003000
1462,360400080008000750000027300006309005749050008080001200005290014100070600002060090
1463,042180006090007052635009007007500040080000609920031000010000700306004900000270830
1464,706000150058010000390870000005201709070900306020400010030790080400000603089000502
1465,005030010080506300409007602050018206800000000007029000002700004060903005010800039
1466,000467200090000800463900001009601002000020005014350080600240079007500430800003106
1467,001060498700508106002010070600300502089170000450800000005002900006093007040700003
1468,046050300000831050500600007020006009013090000780500004007304100300017260098000700
1469,900860205300721900001000670019000530200016040007908000400100007193040000006052000
1470,000200400103586900075010060080005230400600105902300087008000500000792300310004006
1471,409060307700002805050041020005030060014800090902006008000107402083020500000000901
1472,300640208500030010094207000708009000043801500006320100000003006609050040100090872
1473,040062300076000008003509010700021080090704000001080005000100530905030004082600970
1474,003094000980700050026105070000600091078000205000420863004500106100986420000000000
1475,007000062190408003030000490900050071700300800600801540050104600400036200301720000
1476,500002009800031760063490001000360874080004000700000056020073100400020305091800000
1477,001670400700800210050034809004920000000046701300017000000003007810005630209000048
1478,268000070900000140400380200630409005105800406000026900800907300001000090070001052
1479,925400060007003805000600000018250040000001089070000503600070020092560104804900700
1480,000653000008010070601900420159000860007800039004000000400002956900406001020005007
1481,060870594300020008070500013980050070200000485004306021513790000049001000000640000
1482,010230800003174000054000070070001005002300960940086320000400608695002030000009510
1483,859600000026070014007003080040007506030402070000519002700054209000000008501208030
1484,600701200709500008103002450408100090005096704070003020806040003000000600002005081
1485,030018650000207000020640709600090000092080301084000000705003108013000420049071000
1486,300005086280463090015200000070009150020580630000000009100007420700010003040600008
1487,400680020801005009900200007090000060002093504180704200000010900000840056037052400
1488,609070080500400002080010590003750020906000104208900060021064008704002315000000000
1489,200060080070010405000304090038000200004870006901502037102009003080630009600405000
1490,080500016076400903021070050030280100907000400008000365000002500000901007064735008
1491,071860000530100048040950012056000800080310960004002070900070300000000001800096450
1492,000084620290060005470900100004509080007010090050030062800047003509120007003000000
1493,000108702045007000010049800050300190200060300081704060003000028000005609960400501
1494,036004000020000500000215083902006400400190070070032005007850060304700001180000790
1495,709080052061070030030204090600500001100320070000008200400809306000700008092031045
1496,100008023008010400030000071015040302080560090600700504400600000006003900900200710
1497,009000080420500307000064010600381020780090000001007460060170005500030206078005900
1498,004070050820039760060500034206190040150820003000000000070000000631780029092061005
1499,000049030040005601063070092010200780009003054204700100002500846007010300600480000
1500,804130050700000009300020160010060900502407000000590008006310407070002800043006021
1501,051007320004009006000002050000040103060021085080760002319000040000800000002105079
1502,020004090500018070164300050301000004000069000070002800400570003083900062006020107
1503,005000390240600080031507002060000009002179400108240507417000000000900006080053200
1504,002090800500006204030000106000900037010060980840570002700080000105300000904705060
1505,065890074090030056007400320030900000058260091001705060104000002009010700000604008
1506,080790000007013060002060950050008034600200000894005701005000090100009402030400015
1507,000007200600483900450009810000001000203000047840300500109000600070208031004065080
1508,060907420010042060005000030001530000480700000300800647096400500728090300000018900
1509,060040803000702650203800079009015208804360001050000400001009040070680000395020000
1510,020300647090080000100056000070605401080400000905001302302100090067002805000040000
1511,000600002059040700073092100002800451008720030000019000007000906004306800020051370
1512,080070054003000207000105000207000100900806043040500090150309806036701000409002000
1513,802039705007052084900800000518006000200001697000040000370000240000005106020094070
1514,080001300307580004094007000005300407900610058200009100700040060061970500000803020
1515,570906000043005092900000800000700501095042680080000030004060100002170003000083046
1516,504000089960080103300001047690023000070905004000060900083057006200006751000100200
1517,900032500001800700603005089000600040097000008106074300000060230050018400000529000
1518,000019080902400536068500000500970200001008004000120703049050020705200601600700040
1519,013007900020509371000000040900000200000354080604001000006703102100840063050206008
1520,300600791000870040060000003058040000100590007400002100020150006640900200709008530
1521,000570000006000130007602045438097050960010000005304082240009010000403008879000300
1522,600178200082030090540060000004000007000020100005809030890603070276000400003200901
1523,000508009600490020084020067403100600000700045501002080106200058000003900007059006
1524,030086054004090210000002807961000070052003000000618500408005160006020080070009003
1525,064520000500001208030807009010300004792000000400790600380060012005000800006104750
1526,090020560000074092003005010067810000000200000001500743580030001742600038006009400
1527,030020049010007000864001032000008020902040000387650001100000650496700080000300907
1528,000021000690400002700050648050000020100093800004000597019000030300207009487036010
1529,800430009002000700140009503503007090720086000900050400600302005000015260010070008
1530,000504210000000036600070900051006008900705020702890043090018000200040850403000072
1531,840000051059000283020070600602010940030700005000294007300068000001400039007300500
1532,400106275600800004003004000298000100000700030000005968500072010001349000926001040
1533,078005000000028307000406009020000081050790040603001200109000004047500100002030796
1534,002001600093027000500900870160080250000040060008205430800302100400500907009004080
1535,080010000430008190210704060890027400000300007052000030100400089900201700004600005
1536,005340007900600085070058004053000700004062100690003002000007206008900400160005093
1537,002069008007138500100700004290040080060300700700000342031600000800001000620900005
1538,500690820002104506040000030001050078200003900090701000930800710075000040104900300
1539,056000000070091063130040790000200008800000510690705000004803600000060407200074850
1540,005640020009701045006000318000000200071905800630008900000410007080006000254030190
1541,008004702070000038200500004000287900360009000002010470400690000800020500050003016
1542,020300457370000000009080021653040100001900086090020000005674200400803000700200903
1543,201300005009104860300007010000000740005709100708002300130006002002050000007080490
1544,002908030010062008590000700003026010000100050007300480001040000780030600240501009
1545,070019000090080152004600007900002500000060000807901430140500360305028070000040010
1546,850024060009000100000539002900300040020096030061400870500600400040070020678001005
1547,582007000010065009000300420001009507070000360060028040850000006730942100009800030
1548,600070008050008201083002040009045020200000790030100000900000470400610800076890500
1549,006000050008074102510032080240000900600020835005317000007980020000005004309000670
1550,504800060301405809067000003000009208000021740005300016400903000080000001009570320
1551,009000620510009000030027508005006410000380009040251000700018000006400903028030067
1552,090400006000800310130050040500000701000200030647090082080007405962008000400016029
1553,500008706090100082304020900020000360106005000903007201008301040700090500400560070
1554,500080930000107060908450002005276001042000580197000000000020300700901040034008700
1555,200080051900520680003006700050270010491000203060000800020890000800410000070062490
1556,700200040618005200000713009150090708004000001020800036080400507002000090090587060
1557,020005000008430005040006903080090070002070004050308201205100307009800600007620050
1558,005810004362007108000000709083409000010080002000570600409362001070000000100090245
1559,076509100930000060042700000000903008700060035013047002200010004050204070068000900
1560,050040027003700896002019004080400900016005040000680310000070000078120050490500000
1561,001040580089006300004070020006000104000023090530004000700038910802500070410090006
1562,000706000705002030913008002080304601607050009200000040800120073000400058054090000
1563,302670400000010350010308060093042100006807900407060080000050049705003002068001000
1564,001009805600300070047065100300600209050081007000000480100058306009004502020000040
1565,572080009000100006604200035000090700200306400358020900906007014000000080083050002
1566,509080400000907160000023007700210008903000700068300240000004310804150900001006000
1567,034000020700002000510600483000903701000250090806040000150090076020508039900100008
1568,000400065090621040480900000105230009040006300000109750020708003309000108800000674
1569,000050908010703260004080075430100802000006190070800000300000000085017003607900040
1570,043000910009381000070040500000003850860900047007400002080705036091006020500120000
1571,009080507004930010280000060300208070007001203060004085103060008070000924400005001
1572,100038247039000060200045009790000000006007801004023700610800900008060024003071005
1573,006000000015020948970015030030570010800000003002003609400708002028049005001006400
1574,825700000009004006700009230400190020000047500030280010240000653000000890050602074
1575,809400030600800500370009280060050123050726090400000000904100000500248006000003807
1576,080010046003000009745002300320704005067500090000080100052003860000400003008059021
1577,640000100370500002009348000000007410090003507420060308000800250051720009030001070
1578,024000059080300100010046203005000968000067000030001027800092046047080001901075000
1579,000400901720800600000030025860301047002004508900002300090610080030070002050003760
1580,300401006084020190090050700531600008000900020260087503450370002900060000000508400
1581,050001260000729040090800030020008300308006054105040000002003007006100500080954010
1582,600000048000062370090000500004607001300580092826900004480015003501000080009048020
1583,460000009700008320850370104000900000689002507300406001076010050240700008100095000
1584,003500400040008125801006000270030080064090010000057092085024309107900006000700000
1585,000300954000200063500049100706008001024501080000960000105080006970030400038004720
1586,000090000100047680965030100046308002200050000300009051003620007008001903720000040
1587,900050000027130006001790380000001092050324000080000604846000050003045870000200001
1588,600008020030650009109030054460500002003000700007041805000000000504010090908076013
1589,024000000000500907800006030600010003703004802080900400002003018006405000900061570
1590,540000100002731000930850060800002090400600000179000230208069070000075008050080014
1591,490002008001007390050400006800040900040023780500106003080519600620070140003000007
1592,000500060297060005004030187021300000600804002903000040850402003106070800700000901
1593,500087032047060800000004069000700003003042508489051000100920000000005070205003014
1594,072009030030100605900084000500000970020006001003090208001600520008070340600050109
1595,900706008700000001052090400000580260040600039201034000600827900003100050007003010
1596,003500270900006000004009030027600000538000001010308450000000190750020600806047005
1597,092005007400610039000000280020109000703060005850003040045207010301040000060390800
1598,510200980093000740800031000060572010700004260000300008002705400300016005604000000
1599,608000701501700094400203805006805000002009040900040003000567100709100000053400002
1600,000802405090307062100000700001045020937100000000609080402000650870000390000486001
1601,082600100000003080309700050070295000010004006003008700800030504107040900045012060
1602,005609040100753090860200000000000007080910450093002006000060500304000700500300812
1603,756000008400003520009800640500034010018097030000200700000409170032050900070081005
1604,000097402830100000900600070008003014704082050060000290020700305105306007009000046
1605,012860050570090006300050040400008070031500089000010603020000090600007034708002001
1606,030600200960008007100002508007009000680030049340701600500010300700043052090020180
1607,400900030000104059302856700700020081064000005005083960003000140900501070008007002
1608,100800530320670080048095000207003040001000805060200000070100604600024310000580900
1609,000000402004500918000310000067090000801043005000807620908201300340005069056000000
1610,009100040800000102021306050004000000058079603010265900060007820005010009040080567
1611,010000600405002008020008700002107030043500001670480090059030160008009203700060005
1612,004006085350007200070100000400010060100093850000208037030062400509000306208900071
1613,502180000090000104031400009000910230307600000000072605600800590900046701078000003
1614,250080006001000000490100273007605008012370009000900510070560080604000030830024900
1615,004003160270064009300200000010000508730000016068490270900007005000080900085620300
1616,080040200700080690039001085105090002900074050470006030010052370600009100002800004
1617,017405200006090084500820003000042760000060010905701000000078020020050009348000600
1618,380620000000009004021005370000500109002413050060000800007960005008300010430051760
1619,900368070010020500840007900004009010703040609090680027600230048100000000072005001
1620,001400008006029305050086200002805000640030701700040090030010609407200053010700800
1621,000021080804009730063400015002000060450006008090704200708900040005017006130500009
1622,060300040709400308080027500570003000000600230402981005853009010900000860000014000
1623,010040070056039000009020001900705300080610200130000850800000040004960002023400780
1624,090301040600027009500004080720000003038700400000009710970010050801000306040005020
1625,080906005600080037020013900000200510900040000462700003014037200005000068230890040
1626,980014000064380005300570000040000002020640370501800090006001050000900400170002906
1627,040020600360058900000340001002500168150000000008097200490200000200013570500609030
1628,503000720900500000010070403780920500040008000200400091306000080100004902008206370
1629,059084016027009400000300000800460905170005002004700300060500287003090000040812003
1630,048000600001500003290700040060009408000376920005002010100903000300000052400810007
1631,200400509091023080007650020100090004300000650002008701004007200608510007000906308
1632,072340500180200000000059001400010900060000072010620030200508400690007080007400613
1633,000097503004600010790008240081900060040053900003106000010000020600204037020500408
1634,073200600010090040402010700204800090001650070090000518060702080305008000700040903
1635,090604010000070046300802700920000350405300020760000009500297000081005000200168004
1636,082070640000030050700005029908000032026850100000103000090002407064007098003690000
1637,000087604300054007000000150060005201072009030004708509003900080740060000915002040
1638,079850000000019300400620008300500610002004000085790040500301827630000950000000100
1639,000008090080502700042073560057600280000000006810000940000700004003210000921005030
1640,400060000003100750105900284009670003840300500002000908270040300008001040000253010
1641,006043009900706830047028005508630400030500700201000000020000090090087600000200317
1642,500120300609050104083070009040005000018306025000008607000907081000432090060000400
1643,080905040137600800000310060840000000905780030060504000002090600604003170070020590
1644,053140986600703000210009005008067002000400000100020453090800074506000310000370520
1645,051003604020050000030672009047020503500800090006000701000040008002090300984300006
1646,090600300008105007605040000000230100974000003100009648803050000269703005400061000
1647,000046500086901030402000007800030005700008603201600090000760300090305208054020010
1648,030260019000000800020713004000000563608900001000075200703104080900050000485006020
1649,000000032460790508305001609980004003027008006000250000250010080009360007010400900
1650,200080001007500023983060007036207005005004090809601000040010200002000506070005308
1651,570001902042050000800607300000000710000238000009006040105070030980000405006092800
1652,003000010200010870810006025708409000020083760095170400309000001060045000500300280
1653,500063890900504001000000204080200760001687503040090000060039000710400000003010972
1654,920015008000009000716300002000720009050004010403580200100006307508000600060097480
1655,006308970004050010080200035109000002050040760200001840070003086038069500010700400
1656,914305000000000001075048020002480060309000000800070345007009534020051008006000700
1657,200058063007000089610002700000000047070163005502490600091006502030801000400000000
1658,300080762600004000092701380780000206040000150003920000060090003000052047000048005
1659,050040097000031500468000002705002801090013074200006050040805906009000003081070400
1660,200063070900010000043007092480050706000030005060004081500800300009040600100706208
1661,000340706203006089060800052730000000109405000540217000008009204020000170301500908
1662,000079060870500900056020103030000000407300298000041050002800000063205400009630510
1663,005800073026000100008560400040906027000080000901005340000027800032000019700093056
1664,000210000030690007080005046009400580260003070104027030700000003405030920090500001
1665,040209006936000000001500700008020010400700960052090307800401020300685100070030040
1666,207040160050910003300800020070380002165000000000050401046000070901605080002439000
1667,090401005003070902670002080007608050008940601405010200000053000020780009001060430
1668,001083004500720000086504700208000590690000003000015008004300812070109600000062400
1669,006900000980702501040030700030508490000000026020190803012000005098007200300045008
1670,300040800092007000007080063200008107005000048600409230180530000700102006409070050
1671,082601703030200000047080560410030006705900020003060801000703045900024100000050009
1672,060180000070069410000740082602050807080000300013900046001400530030010009090207060
1673,004300102005009008718060000106050070000600804340080090607000430090207006000010900
1674,080106009502008004009570360130900800094000072006001030200004600073000001040830500
1675,609010400070004021200830050001000073000300685800526000050700098400000000723090010
1676,006000050010008000070904280009501000030700620402300009040030800081002570305090061
1677,004807030039004075010002000001000007060100080058469003090000300205300460080026019
1678,000067000320000005050042689001000794030801002600704130400900057800020010009605000
1679,102000600000070805007306900970500300008004001600930074053020160091600420020080009
1680,700060805000009002200701490000000000065020103007830260600012054901000300530407000
1681,007613500008000006001097200300420900020570060400000180012084050050009307600700000
1682,043520000000000680189030000008400190300097260010000307000640050097002016205800400
1683,028041560070000031009500008003807005600000420050430009090300050710009000400068100
1684,172000005000160708003400020004073006000080950536020004008000000960005307005800041
1685,000200308104000050890004006002005009900687030750030001015300802670400000000509074
1686,000100043340002056057000800060340019002890007090007400034570092600008000100600305
1687,900030700008020930041900006090000002005680004703001805507302460000000000010097280
1688,201003060045100000030509080108300020070080001003602790020876500000400632009000040
1689,000030091069402000835100407073000000000005203490680000721006500000900060050027804
1690,600021093000074000821050006005003108203000000010900054304200079060000805970006400
1691,007609002600250430309001560000040920008005370040103008000700080203098000004000105
1692,100042009260010030803605017000000061601207043930000805000084000090000450008003070
1693,080539001400007500003214000002340700750000000010080950006070040070000890009601203
1694,409600020001020089300470000028006703000900000560037801013500000700000100805010042
1695,050280340000059070000300900490060050800047600005003018002800009569002030730004001
1696,004003100870009200500060938000200080041705020006041305020000506030618000400090000
1697,000000084890070002026009510700600003043002860085090700060400009501006040000158200
1698,009003005030700006607048200802400531075001049000600020158020000400007180000006900
1699,900804501008600230107009080050020000000500743060471000400300610090008050372000004
1700,908500000036000002200008019070052300500600908604307100000009067409003800100460000
1701,200100700050209000600070004701604908003005060000000270040000012000851009809060530
1702,500084070037050400602007090005070201010000008070035900480069027000001340009000500
1703,002701080400000203030045900005360890010008002800507600501820340670900000200004009
1704,000300802376200900001740005403000600709008041060590230004020108500061000802000090
1705,406807100000000036015209000032605019180704000000000200050400320900100008040372605
1706,001350000020807003000004690306510402017006000054090301078000000460203007900000504
1707,002809000060002100359670000007000034980500670001094002076010800400038000013000025
1708,000083402003002010790500600040000108300040029200807360800095000031000006006400875
1709,206050000010006740075930002000800600027140903130000050054700090300008001090060020
1710,054300760800040000003670059000209016002000040539060000096013800240800300001750000
1711,000107509050600030204900700600500802701040090000002010430060180105090420070030006
1712,070090000005601004080240001000007090031800200040023506058100079003000160206000450
1713,070040009005612084108030056200001097086000000904000538007009021000060400830200000
1714,000042607950000200604001390090010020043807005205630001082070009001000480000403070
1715,700520000001064078536000010850006020600759003000002900080040096004080052320007800
1716,260500040400730000000004287005600004018040390900070012030000600859020700000081059
1717,700600015900050040100802360004190007010705020003200800056000080000083600200400900
1718,004090501002304807680000000006800405017000203400052900005036000009040730020901004
1719,010094500000820004600005280090002007807030000403610050009000060040051890702000043
1720,205406103700003005640700000000008000300000817160504020007600482000280900009105030
1721,002000109100008007040005028700009040010300800520700096004182000063090002050607000
1722,400008035090003160600020400200800010007506200041030500030402600100000007805070090
1723,000308600907200000060051240004803006205006903090020100010039008630400000748600005
1724,370089006050004100900650802030200000201008070000760208043500001086030009000070540
1725,000210000009400600831050020790000308200036041000005060108090500307040902050807004
1726,700504003290001400005028000080200619109056200003000087000090040060103800407000102
1727,000000020003007506514090800060009007090050301005200009940300008100470030082006705
1728,038100605000009000009070304060780020200016809000205040400050070370041058180030002
1729,390020070040003005005068091000309050900050807062100004050004080080790106001000020
1730,020700009003048506090500018710206400600090201052000060008002000000430070947005130
1731,001020480030400096600005700070102500304009020065080001000007000000953170900610042
1732,700010300040800720012056090200007038508040009000902005800000100970100060006430007
1733,060401008905700420300000050008904510510008700007000006204089000000000362170305040
1734,080003609006010070705200800100000005020469080090052304600028450002630700008000010
1735,000679003810002700009003500090000160005060034320500080070040009501000020040800600
1736,005100900400207010060040072951030000000080060080070203810004009007096300230000086
1737,047009000200004605000013020500100734060900058084025010416000800009030060000708009
1738,038479000100000060504012030200000800000045001005800007070000089060021005001903200
1739,070030060240050009103920080020600903605200700430010006080000501004760208300041000
1740,243000501560020309007100000008205104300070602050300098000609200704018000090000045
1741,500002908306000005900040020070006102000083040094100807081200760000070500060030091
1742,917800400000000207040053601079045800000009035200037100600000000003914008150020004
1743,000030610090805700312900008500040063060208900800093005601000040030764000070520300
1744,080001097750060302040000850906000080008529001300000004001200700090034000230800560
1745,510924003806300005029006000050030748000140000060005310174080206000070504280000090
1746,016400950750200000400000167020074800900000406570083001000050080008069003060100029
1747,096040710700092004050008020032080460060200001001000039507013680080007003100004500
1748,725100800008040200300800090004000002000504380610007009002009076007630000190708040
1749,053018002010900807900302400040000300100070006802000000309600501760050080001020709
1750,006012005070003010042000060815070900000020840300009006400060700080590103001800050
1751,340009000070065804000200090900070341003801007027090006000500600690017050081040200
1752,010900800800640000007020356030496008004001002975003060060504000002800107749000000
1753,000836050008400079000270604050000940097310000060007500970008001503000208204160000
1754,000007009920501408740000602408090001002050060090032005000608000105040706800300010
1755,706100000890050000020704050983020070000008200140503600070490103600030042005016900
1756,304620000089000406010007500075201830000308005006090040023070900100000008960050072
1757,980020300600100050003470020004700000000091000715300009020500067008064200301080095
1758,000027054100030800657800090029040060000086401010000003095201700080075630004000200
1759,000905084400306009001020570000000040308001026600739000003000105756008000102040760
1760,097400002004650800350000109000815030600007080002960407900000060438000021001070504
1761,460800200000009000800017504049300000107040058000025097035600021008030000200501806
1762,300006005846003000050024100005080040004057032180060090000200906730000050002790014
1763,600094027013600008700000000007560100031700009002030805000010000050942083400007960
1764,070045000060210074008030000901060008020000610500001307840000503200608009059004100
1765,500007100004080009008340600010290070800100506609008400302005060000900204040070350
1766,430509600096010000050002070004000782070030419008100050000390104100806200709400800
1767,200500041400067820010000050060900230001470968000800105004010003507093000090240600
1768,400000001078032000163008005006010007309507400015803020000900700250004806000620040
1769,905070080480000023000000051700040106300021045040690070037500200010069000506230008
1770,380700000020005067105006940000984020907032010050000000700051302094000006201090500
1771,010509076050060001029000300005700420206800005040300708038001900007420600400008007
1772,709000830080067050034900006000405921103000000005020080600001700940003010002879500
1773,008000003070002058400930170002070840600509000735010020501700296903005001000600000
1774,070000008000920010123005097049602000006573040000100580097008004600000103350040020
1775,000602001203041009400580670000070803082004050005019000019000326008030140004006000
1776,603041809510006003004000000140030000000705020972080001307050400098000010000392060
1777,206075000710000820090016300803000905642000010000067000980002570500009634000401000
1778,590000600004600807000021043630500470401860300082090050300009001000743200208000000
1779,062407000008000700450000316000091504080702600691800003200380007109240030000005009
1780,008400201074105809600093000789000004200050780036000000000007615400201000097060003
1781,200001800093060000078002596501080060309100200080094030006400028000005470004007001
1782,078150020060009001504036009030020054100000630000097080009402700725000010600080003
1783,700900003900105000006020710015034020090710068200600000403000000807006092020500036
1784,000000500003170804001609203800092640000500008960810350007050002490300060200081700
1785,086904300000067100702300000045096800300000670000832040900240080010005009520000760
1786,050074900008300040097080206140200007506008400002009063360000050000105000000046091
1787,001030860900170300240900001000003405120000638006008020750000004000052190300800700
1788,000700100000643098700012040910200300500000004027064500180090206360805070002030080
1789,650009070000040639000802010098001000400095000702003060175000400000070803306200091
1790,030000000809300067075014802000000420408600900906002058300706000000290040004508709
1791,200400015109207800380050600005901200007005000020648003090000040008000307000736109
1792,600000040890510700001630200203049601400000809008007500005063080000090002740201050
1793,005306004290000000136900008803020100070000045000897060600470210017005096000003000
1794,010008045000002900028504016372000000009600008604175000007090054006350890000807030
1795,507400098209000005016070000000500684008091000300007200100309027682000030900018050
1796,417000080008501060000208009603190700070020030100060400560000070809600254020300800
1797,280401060040092000005060003307000609004209105001070034050980000600040702079000510
1798,308700014010000097007062050200087400430500080009036500000009032760003000000254800
1799,502000708000903000601000045810090034003008600057020900008002470000670010070014502
1800,050901000961070002004306080000140720640000000120805003700584060300007200080290050
1801,090020004287004015106007030428600070600030000301009502000200300800400097005061000
1802,000635901063000200000127080080340507907000003050002604010800400025060000608074000
1803,070009040084001007100340600800000032002060501951000708290810006000030250603500009
1804,040900316108607905050200700000000071560003008800195000700000640304080000910520000
1805,009300850060000302025040670000031760600004005500700029000008040073010900890620507
1806,067020008508040070040010960100004503000900016359700000000136200702000050080500409
1807,029000007000003450007108063091076204060200000800509001080301020075040089000000105
1808,170000860800007249002050700000096450250730608000004000003048017960302000410000000
1809,000000406420805000307010029030000900600200580080976002801063070700052000005009041
1810,790000100002980040003105009001240003000003906085000021600852700028030605010460000
1811,060400000300071060094020701700500290250003840008000003900740010001306080530908000
1812,000040005420570180000003609800901000570000060010020834050436200008007300160090000
1813,010506003030020150090081004400000900600037800185400007000060020200719506000005780
1814,906030740007006080510907000000500034000100500300680129083010056054000290000420800
1815,000000106420300080000297040209701008067850002010003950002008071500960004638004000
1816,706090000900102060028000750805019203400000000019003870000064090000705084260080000
1817,700200050009010630500068091190602000600305700003000002001086009005100043240000070
1818,070085010200700040006903800053100082701800050000006007062000000430098500908042063
1819,504300006060001008027040030000520004073006050080700019000005201900803060156070400
1820,490200570030008900061530004170690020200000467800005000900360108007000000005842000
1821,700180640500030002940062003080040130001008500050700090402006850000020000007301026
1822,278004006063500004000007018500108000010093020947000000304020090089060100600070050
1823,400200010805040067200009800000705004030006000157420008009170300000030021002508079
1824,150039006607040200000007805070103040305084020200060001000000730020851900984000000
1825,002085000609001450100000807001004085040002073070360009410800006090200300506003090
1826,050200408010607000003005090009100004600800300702060010820040903095026801004030750
1827,000960042208075060100080073075006900890030000000100057402003608056002004000009000
1828,004002731050060900700003000007001408802900000036204500910800004003100600400070005
1829,150004000200730560064020009000006001070080450040090328500008240310600900008570000
1830,061000000083090070702030500600000300409500210005287090107002034000610005250004980
1831,080740006207009000096005003400003200712000000053070619000900407000052038600410500
1832,805009010700028503160000000620304097500090200070600401090015084200003079008000300
1833,200007958000300200816002000000000704007860013358000002043090000000145070900036805
1834,006047209094080300031002805070208000503000160400100007300000094000005600087009002
1835,530209107470005980000600000062070509000030000001400238900508410080100000050004096
1836,937004000400000280800176300600800192070605000000390600701509420040000003008020056
1837,021709000008360094004800320400001005003000206052008043900007000800026450000150780
1838,000001060091402703080953000000700904350008200200600805700349000006080421800000000
1839,000728604027030000008061900083907040106000058050000000060370095900600410400005803
1840,060207005450130900901800070040010032680009540500000000005040000870020300030060157
1841,280000310001250087400900000009070006302104000150306900000400070030805200906001005
1842,040000170310000480000030205280050036709002000005096000001009340070064008058700092
1843,047000060090000205001039000080650090963800001700013004000761420000508030800024709
1844,310700000007010602402630900600050490075800020030090008000002300850000006209001740
1845,000600108780090030300001470010900002000308906098005000230500000009206701065084000
1846,740026800030050900000800027506400090000070001002130450920500148681040002007000030
1847,800625140000400050000300209200907000036050020005068000100002375040590600003000098
1848,530000086091070002004609050050010600000083079003400000040126700009700423800090500
1849,007300152500600078900070000040092800380501090000430060600010000850007026230000410
1850,600300004470081000000056000820600900009007302040005007306029005200000730001040086
1851,600705200040200300100009005709400806500007030030008490028000060001036700900010543
1852,980031002610004003000580900206013700150400600090200340020060800500000094700900205
1853,342000006050000027000108030009006840075004210100050009018009700790260050000407300
1854,000710300700008092400025008000000016009834500028600009087200600003000074100950200
1855,070000426000300001010086950005960702037140090080003100300690080690402007004000200
1856,009500000000401060058230010904070020070083609163040008032006400000010007500709300
1857,083209005090000600007305010200150004109703086000008000960000200000047950010080403
1858,130009004002400073507600080000768000053020000708051096264000031000003502010090007
1859,700100900405008001060400203058240000300070400970800060030520709000910820001006050
1860,306000401002500000040060280100008309097103000580209600400900807058006000200307140
1861,800903070100020090042800000010706340500090700360450081708030060005000100000600852
1862,052071300090030000400005007009302040030600780100850002007140620060028100000009054
1863,070500000103000000086409230000908040024007006890300052000000600009040015700213804
